,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域
57,马市小区,77.8万,2室2厅1卫,84平米,9262元/平米,南北,中层,精装修,二道
58,万盛理想国,88万,2室1厅1卫,83平米,10602元/平米,南北,低层,简装修,绿园
59,万龙国际城,105万,3室2厅2卫,112平米,9375元/平米,南北,低层,毛坯,宽城
0,保利百合香湾,112万,2室2厅1卫,96.98平米,11549元/平米,南北,低层,豪华装修,二道
1,晨光花园,105万,3室2厅1卫,125平米,8400元/平米,南北,高层,精装修,朝阳
2,海口花园,66万,2室2厅1卫,100.7平米,6554元/平米,南北,高层,精装修,经开
3,南湖新村,220万,2室1厅1卫,114平米,19298元/平米,南北,中层,精装修,朝阳
4,中海莱茵东郡,230万,4室2厅2卫,199平米,11558元/平米,南北,低层,精装修,净月
5,雨润星雨华府,48万,2室2厅1卫,87.9平米,5461元/平米,南北,中层,精装修,宽城
6,德辉首府,89.2万,3室2厅2卫,119平米,7496元/平米,南北,低层,毛坯,二道
7,御景名都,85.8万,2室1厅1卫,78.25平米,10965元/平米,南北,低层,精装修,二道
8,米澜国际,75万,2室2厅1卫,88.4平米,8484元/平米,南北,中层,毛坯,宽城
9,华大城,63万,2室2厅1卫,80平米,7875元/平米,南北,中层,精装修,宽城
10,澳海澜庭,65万,2室1厅1卫,56.7平米,11464元/平米,南北,中层,精装修,高新
11,中顺和苑,88万,2室1厅1卫,90.4平米,9735元/平米,南北,低层,精装修,二道
12,保利罗兰香谷,85万,2室2厅1卫,90平米,9444元/平米,南北,低层,精装修,高新
13,澳海澜庭,115万,2室2厅1卫,89.07平米,12911元/平米,南北,中层,精装修,高新
14,万科洋浦花园,86万,2室2厅1卫,90平米,9556元/平米,南北,低层,精装修,经开
15,电信小区,71.6万,2室2厅1卫,81平米,8840元/平米,南北,高层,中装修,朝阳
16,吴中家天下,138万,3室2厅1卫,116.3平米,11866元/平米,南北,中层,精装修,二道
17,雁鸣湖山庄,71.8万,2室2厅1卫,86.08平米,8341元/平米,南北,低层,豪华装修,宽城
18,万龙国际城,51.8万,2室2厅1卫,82平米,6317元/平米,南北,中层,毛坯,宽城
19,中海水岸馨都,155万,3室2厅2卫,130.9平米,11841元/平米,南北,中层,精装修,净月
20,恒大名都,70万,2室1厅1卫,100.15平米,6990元/平米,南,低层,精装修,高新
21,金色橄榄城,71万,2室1厅1卫,65平米,10923元/平米,南北,中层,精装修,二道
22,恒大御景,180万,3室2厅2卫,148平米,12162元/平米,南北,低层,简装修,南关
23,益田枫露,129万,3室2厅2卫,123.03平米,10485元/平米,南北,高层,精装修,高新
24,恒大城,78万,2室2厅1卫,84平米,9286元/平米,南北,低层,精装修,宽城
25,雨润星雨华府,53万,2室2厅1卫,90平米,5889元/平米,南北,高层,毛坯,宽城
26,万龙丽水湾,113万,2室2厅1卫,89.85平米,12577元/平米,南北,高层,精装修,高新
27,吉盛小区,37.5万,1室1厅1卫,43平米,8721元/平米,南,高层,简装修,二道
28,,,,,,,,,
29,中海蘭庭,95万,2室2厅1卫,88.03平米,10792元/平米,东,高层,暂无,高新
30,彩云间,43万,2室1厅1卫,81平米,5309元/平米,南北,中层,精装修,绿园
31,华瀚四季花园,128万,3室2厅1卫,110平米,11636元/平米,南北,低层,精装修,绿园
32,中海寰宇天下,76万,2室1厅1卫,76.31平米,9959元/平米,东,中层,暂无,经开
33,煤炭宿舍,160万,暂无,50.65平米,31589元/平米,南,高层,精装修,高新
34,中铁国际花园,118万,2室2厅1卫,101平米,11683元/平米,南北,低层,精装修,汽开
35,乐东小区,50万,2室1厅1卫,52平米,9615元/平米,南,高层,精装修,经开
36,南郡水雲天三號,138万,3室2厅2卫,146平米,9452元/平米,南北,中层,精装修,高新
37,华方状元府,36万,2室2厅1卫,63平米,5714元/平米,南北,低层,精装修,宽城
38,亚泰梧桐公馆,137万,3室2厅2卫,147平米,9320元/平米,东,低层,暂无,二道
39,新星宇和源左岸,110万,2室2厅1卫,104平米,10577元/平米,暂无,高层,简装修,高新
40,上东城市之光,64.8万,2室1厅1卫,55平米,11782元/平米,南北,中层,精装修,二道
41,恒大名都,142万,3室2厅2卫,145平米,9793元/平米,南北,中层,豪华装修,高新
42,长影阳光景都,130万,4室2厅2卫,147.35平米,8823元/平米,南北,中层,精装修,朝阳
43,保利蔷薇,91万,2室2厅1卫,88.01平米,10340元/平米,南北,低层,毛坯,净月
44,富苑花园,248万,4室2厅2卫,173平米,14335元/平米,南北,低层,豪华装修,朝阳
45,首地首城,100万,3室2厅2卫,112平米,8929元/平米,南北,高层,毛坯,经开
46,临河风景,135万,3室2厅2卫,142.83平米,9452元/平米,南北,高层,精装修,经开
47,万龙第8城,53万,1室1厅1卫,46平米,11522元/平米,南,低层,精装修,宽城
48,,,,,,,,,
49,天富家园,94万,2室2厅1卫,92平米,10217元/平米,南北,中层,精装修,二道
50,转向机宿舍,56万,2室1厅1卫,57.5平米,9739元/平米,南,低层,精装修,二道
51,新星宇和源左岸,77万,2室2厅1卫,68平米,11324元/平米,南北,中层,精装修,高新
52,首地首城,98万,2室2厅1卫,74平米,13243元/平米,南北,高层,精装修,经开
53,万晟现代城,54.5万,2室1厅1卫,57.4平米,9495元/平米,南,高层,豪华装修,南关
54,中信城浅山,135万,3室2厅1卫,108平米,12500元/平米,南北,中层,精装修,净月
55,鸿城西域,56万,2室1厅1卫,56平米,10000元/平米,南,低层,精装修,南关
56,万科兰乔公寓,135万,2室2厅1卫,86平米,15698元/平米,南北,低层,精装修,净月
57,万科柏翠园,380万,3室2厅2卫,168.9平米,22499元/平米,南北,高层,豪华装修,朝阳
58,汉森金烁广场,76万,1室1厅1卫,69.7平米,10904元/平米,南,高层,精装修,二道
59,华大城,93万,2室1厅1卫,99.75平米,9323元/平米,东,低层,暂无,宽城
0,银湖柳苑,88万,2室2厅1卫,94平米,9362元/平米,南北,中层,精装修,净月
1,吉大菲尔瑞特,56万,1室1厅1卫,56平米,10000元/平米,南,高层,精装修,高新
2,隆礼小区,113万,2室2厅1卫,89平米,12697元/平米,南北,中层,精装修,朝阳
3,中海凯旋门,53万,1室1厅1卫,54平米,9815元/平米,东,高层,精装修,绿园
4,华源公园1号,67万,2室2厅1卫,83.5平米,8024元/平米,南北,中层,精装修,宽城
5,首地首城,185万,3室2厅2卫,143平米,12937元/平米,南北,高层,精装修,经开
6,华大城,38万,1室1厅1卫,55平米,6909元/平米,南北,高层,毛坯,宽城
7,嘉惠红山郡,99万,2室2厅1卫,91平米,10879元/平米,南北,高层,精装修,经开
8,国盛东润枫景,37万,1室1厅1卫,40.69平米,9093元/平米,西,中层,简装修,经开
9,,,,,,,,,
10,华盛碧水云天,95万,2室1厅1卫,99平米,9596元/平米,南北,中层,简装修,汽开
11,金阳万田,61.5万,2室1厅1卫,77.41平米,7945元/平米,南北,中层,中装修,宽城
12,海口花园,68万,2室2厅1卫,105平米,6476元/平米,南北,高层,精装修,经开
13,大众花园二期,81万,3室2厅2卫,97.33平米,8322元/平米,南北,中层,豪华装修,绿园
14,吴中家天下,46.8万,1室1厅1卫,46.5平米,10065元/平米,南,低层,精装修,二道
15,华瀚四季花园,180万,3室2厅2卫,123.53平米,14571元/平米,南北,中层,简装修,绿园
16,中海金域中央,116万,2室2厅1卫,91平米,12747元/平米,南北,低层,简装修,南关
17,丰和西郡,137万,3室1厅1卫,96平米,14271元/平米,东,高层,暂无,绿园
18,万龙丽水湾,165万,3室2厅2卫,134平米,12313元/平米,南北,低层,精装修,高新
19,亚泰樱花苑,102万,2室2厅1卫,84.6平米,12057元/平米,南北,中层,简装修,二道
20,昊源高格蓝郡,93万,2室1厅1卫,80平米,11625元/平米,暂无,高层,豪华装修,二道
21,卓扬北湖湾,90万,2室2厅1卫,106平米,8491元/平米,南北,中层,毛坯,高新
22,郁金花园,104万,2室2厅1卫,115平米,9043元/平米,南北,低层,中装修,二道
23,华大城,70万,2室2厅1卫,8300平米,84元/平米,南北,高层,毛坯,宽城
24,咖啡小镇,86万,2室1厅1卫,78.56平米,10947元/平米,南北,中层,精装修,朝阳
25,桃源春苑,49.5万,2室1厅1卫,60平米,8250元/平米,南北,中层,精装修,南关
26,亚泰花园桃花苑,56万,2室1厅1卫,68平米,8235元/平米,南,中层,精装修,二道
27,宏煜小区,62万,2室1厅1卫,81平米,7654元/平米,南北,高层,简装修,宽城
28,像素公馆,48万,1室1厅1卫,47平米,10213元/平米,南,高层,精装修,经开
29,税务小区,57万,2室1厅1卫,64平米,8906元/平米,南,低层,精装修,南关
30,亚泰梧桐公馆,95万,2室2厅1卫,112.2平米,8467元/平米,南北,低层,精装修,二道
31,南湖新村,145万,2室1厅1卫,48平米,30208元/平米,南北,中层,精装修,朝阳
32,中国铁建西派府,125万,3室2厅2卫,120平米,10417元/平米,南北,中层,豪华装修,经开
33,昊源高格蓝湾,59万,1室1厅1卫,50平米,11800元/平米,东北,低层,豪华装修,二道
34,华大城,52万,2室2厅1卫,65平米,8000元/平米,南北,低层,毛坯,宽城
35,新星宇和邑,55万,1室1厅1卫,55平米,10000元/平米,南,中层,暂无,经开
36,一汽22街区,78.5万,3室2厅1卫,114.2平米,6874元/平米,南北,低层,简装修,汽开
37,中意之尊,71万,2室2厅1卫,89.46平米,7937元/平米,南北,中层,精装修,经开
38,嘉元十方界,79.9万,2室2厅1卫,76.69平米,10419元/平米,南北,低层,精装修,二道
39,春园旭日华庭,70万,2室1厅1卫,65.76平米,10645元/平米,南北,高层,精装修,绿园
40,南湖新村,200万,3室2厅1卫,80平米,25000元/平米,南北,低层,简装修,朝阳
41,军转小区,77.8万,2室1厅1卫,96平米,8104元/平米,东西,中层,豪华装修,南关
42,亚泰桂花苑,108万,2室2厅1卫,98平米,11020元/平米,南北,中层,豪华装修,二道
43,益田枫露,105万,2室1厅1卫,89平米,11798元/平米,南北,低层,精装修,高新
44,德辉首府,95万,3室2厅2卫,119平米,7983元/平米,南北,低层,毛坯,二道
45,高格蓝湾,202万,3室2厅2卫,160平米,12625元/平米,南北,低层,精装修,二道
46,福临家园,99.8万,3室2厅1卫,109.13平米,9145元/平米,南,低层,精装修,经开
47,澳海澜庭,118万,2室2厅1卫,89平米,13258元/平米,南北,中层,毛坯,高新
48,东方万达城,102万,3室2厅1卫,112平米,9107元/平米,南北,高层,精装修,经开
49,恒大名都,98万,2室2厅1卫,98.22平米,9978元/平米,南北,低层,精装修,高新
50,亚泰梧桐公馆,94.8万,2室2厅1卫,102平米,9294元/平米,南北,中层,简装修,二道
51,中天北湾新城,86万,2室2厅1卫,85平米,10118元/平米,南北,中层,毛坯,高新
52,绿地新里中央公馆,124万,3室2厅1卫,89.97平米,13782元/平米,南北,中层,精装修,南关
53,御翠园别墅,500万,5室3厅4卫,350平米,14286元/平米,南,低层,毛坯,净月
54,吴中家天下,109万,2室2厅1卫,90平米,12111元/平米,南北,低层,精装修,二道
55,金色欧城,92.22万,3室2厅2卫,106平米,8700元/平米,南北,中层,毛坯,绿园
56,安华美域,69.8万,2室2厅1卫,85平米,8212元/平米,南北,高层,精装修,经开
57,万科城市花园,49万,2室2厅1卫,70平米,7000元/平米,南北,中层,精装修,二道
58,龙润福湾国际,38万,2室1厅1卫,82.45平米,4609元/平米,南北,中层,精装修,宽城
59,伟业星城,76万,2室1厅1卫,65平米,11692元/平米,南北,高层,精装修,朝阳
0,经开六区,58.8万,2室2厅1卫,110平米,5345元/平米,南北,高层,中装修,经开
1,长白小区,45.8万,2室1厅1卫,65平米,7046元/平米,南,中层,精装修,宽城
2,平阳小区,46.8万,2室1厅1卫,60平米,7800元/平米,南,中层,中装修,南关
3,中新花园,72.9万,2室1厅1卫,88.44平米,8243元/平米,南北,中层,精装修,绿园
4,恒大江湾,90万,3室2厅1卫,112平米,8036元/平米,南北,低层,精装修,宽城
5,锦绣东方,71万,2室1厅1卫,64平米,11094元/平米,南,低层,精装修,经开
6,,,,,,,,,
7,中天北湾新城,109万,2室2厅1卫,91平米,11978元/平米,东,低层,暂无,高新
8,天茂湖三期温莎园,245万,3室2厅2卫,173平米,14162元/平米,南北,中层,精装修,高新
9,,,,,,,,,
10,恒大名都,93万,2室2厅1卫,100平米,9300元/平米,东,低层,暂无,高新
11,怡众名城,78万,2室2厅2卫,67.7平米,11521元/平米,南北,高层,精装修,高新
12,御翠湾,235万,3室2厅2卫,147平米,15986元/平米,南北,低层,豪华装修,高新
13,万龙丽水湾,52万,1室1厅1卫,42平米,12381元/平米,南,中层,精装修,高新
14,秋实e景佳园,80万,2室2厅1卫,130平米,6154元/平米,南北,中层,精装修,南关
15,南湖新村,140万,暂无,48平米,29167元/平米,南北,中层,精装修,朝阳
16,平阳小区,48万,2室1厅1卫,58平米,8276元/平米,东西,高层,精装修,南关
17,中天北湾新城,125万,3室2厅1卫,109.7平米,11395元/平米,南北,低层,精装修,高新
18,高格蓝湾,57万,2室1厅1卫,55平米,10364元/平米,南北,中层,简装修,二道
19,龙富小区,69万,2室2厅1卫,85平米,8118元/平米,南北,中层,精装修,南关
20,二二八厂宿舍,65万,2室1厅1卫,62.93平米,10329元/平米,南北,高层,简装修,朝阳
21,一汽50街区,57万,2室1厅1卫,70平米,8143元/平米,南北,低层,精装修,汽开
22,君地天城,72万,3室2厅1卫,85平米,8471元/平米,南北,高层,中装修,汽开
23,恒大名都,150万,3室2厅2卫,150平米,10000元/平米,南,高层,精装修,高新
24,长客花园小区,40万,2室1厅1卫,60平米,6667元/平米,南北,低层,精装修,绿园
25,中海国际社区,171万,3室2厅2卫,132.22平米,12933元/平米,南北,低层,精装修,净月
26,新星宇之悦,78万,2室1厅1卫,88.44平米,8820元/平米,南北,高层,精装修,高新
27,阳光小区,46.5万,2室1厅1卫,57平米,8158元/平米,南北,中层,精装修,绿园
28,中海国际社区,198万,3室2厅2卫,140.27平米,14116元/平米,南北,中层,豪华装修,净月
29,华方状元府,49万,2室2厅1卫,86.9平米,5639元/平米,南北,中层,精装修,宽城
30,鲁辉国际城,92万,2室2厅1卫,86.45平米,10642元/平米,南北,低层,精装修,二道
31,亚泰樱花苑,83万,2室1厅1卫,47平米,17660元/平米,南北,高层,精装修,二道
32,滨河小区,78万,2室2厅1卫,87平米,8966元/平米,南北,高层,中装修,二道
33,吉星花园,81万,2室2厅1卫,85平米,9529元/平米,南北,高层,精装修,二道
34,高力德国村,33.8万,1室1厅1卫,45平米,7511元/平米,南,高层,豪华装修,绿园
35,华盛碧水云天,73万,2室2厅1卫,74平米,9865元/平米,南北,中层,简装修,汽开
36,万晟幸福里,133万,3室2厅1卫,115平米,11565元/平米,南,低层,豪华装修,南关
37,万豪城,68万,2室2厅1卫,84平米,8095元/平米,南北,高层,精装修,经开
38,御景名都,73万,2室1厅1卫,86平米,8488元/平米,南北,高层,精装修,二道
39,超达家园,67万,2室2厅1卫,72平米,9306元/平米,南北,低层,精装修,高新
40,远洋戛纳小镇,145万,3室2厅2卫,114.82平米,12628元/平米,南北,高层,毛坯,净月
41,万达华府,116.8万,3室2厅2卫,110平米,10618元/平米,南北,中层,精装修,汽开
42,卓扬中华城,116万,2室1厅1卫,92平米,12609元/平米,南北,低层,精装修,宽城
43,东安瑞凯国际,110万,3室2厅2卫,117.45平米,9366元/平米,南北,高层,精装修,南关
44,桂林小区,128万,3室1厅2卫,110.32平米,11603元/平米,南北,中层,精装修,朝阳
45,龙润福湾国际,22万,2室1厅1卫,54平米,4074元/平米,南北,中层,毛坯,宽城
46,雨润星雨华府,55万,2室2厅1卫,89.7平米,6132元/平米,南北,低层,毛坯,宽城
47,新星宇和邑,110万,2室2厅1卫,100平米,11000元/平米,南北,高层,中装修,经开
48,我的家园,108万,2室2厅1卫,92平米,11739元/平米,南北,高层,精装修,南关
49,万科城市花园,156万,3室2厅2卫,160平米,9750元/平米,南北,高层,豪华装修,二道
50,长大小区,88万,3室2厅1卫,120平米,7333元/平米,南北,高层,精装修,南关
51,亚泰杏花苑,107万,2室2厅1卫,115平米,9304元/平米,南北,高层,精装修,二道
52,万达小区,98万,3室2厅2卫,133平米,7368元/平米,南北,高层,精装修,绿园
53,润天观湖国际,105万,3室2厅2卫,124平米,8468元/平米,东,高层,暂无,南关
54,东安华美春城,47.8万,2室1厅1卫,50.3平米,9503元/平米,南,中层,豪华装修,宽城
55,新星宇观塘,180万,3室2厅2卫,140平米,12857元/平米,南北,中层,精装修,南关
56,电校小区,65万,2室1厅1卫,62平米,10484元/平米,东,高层,暂无,绿园
57,恒大名都,98万,2室2厅1卫,98.22平米,9978元/平米,南,低层,豪华装修,高新
58,盛世北湖春天D区,62万,2室1厅1卫,92平米,6739元/平米,南北,高层,毛坯,高新
59,宏盛小区,34.4万,2室1厅1卫,50平米,6880元/平米,南北,中层,毛坯,二道
0,像素公园,99万,3室2厅1卫,107平米,9252元/平米,南北,高层,精装修,经开
1,力旺弗朗明歌,750万,6室3厅5卫,375平米,20000元/平米,南北,低层,精装修,净月
2,平阳小区,24.5万,1室1厅1卫,35平米,7000元/平米,南,中层,中装修,南关
3,御景名都,89万,2室2厅1卫,83.07平米,10714元/平米,南北,高层,精装修,二道
4,伟业星城,90万,2室2厅1卫,80平米,11250元/平米,南北,中层,精装修,朝阳
5,领秀蓝珀湖,53万,2室2厅1卫,86平米,6163元/平米,南北,中层,精装修,高新
6,中海水岸春城,142万,3室2厅1卫,122平米,11639元/平米,南北,中层,精装修,净月
7,绿地新里中央公馆,175万,3室2厅2卫,139平米,12590元/平米,南北,高层,毛坯,南关
8,阳光帝景,69万,2室2厅1卫,80.2平米,8603元/平米,南北,中层,精装修,经开
9,中海水岸春城,126万,3室2厅1卫,117平米,10769元/平米,南北,高层,精装修,净月
10,中信城云邸,225万,4室2厅2卫,161.02平米,13973元/平米,东,低层,暂无,净月
11,保利百合香湾,140万,4室2厅2卫,162平米,8642元/平米,南北,中层,精装修,二道
12,万龙丽水湾,90万,2室2厅1卫,75.5平米,11921元/平米,南北,高层,精装修,高新
13,丰和日丽,105万,2室1厅1卫,93.65平米,11212元/平米,南北,高层,精装修,绿园
14,新星宇和润,88万,2室2厅1卫,74.7平米,11780元/平米,东,高层,暂无,南关
15,月伴林湾,73万,2室1厅1卫,89.15平米,8188元/平米,南,低层,精装修,经开
16,汉森金烁广场,80万,3室2厅1卫,94平米,8511元/平米,南北,中层,精装修,二道
17,东地天澜,87万,2室2厅1卫,93.78平米,9277元/平米,南,中层,毛坯,高新
18,万龙第十城,49万,2室2厅1卫,83平米,5904元/平米,南北,中层,精装修,宽城
19,兴旺香格美地,13万,1室1厅1卫,55平米,2364元/平米,南北,中层,毛坯,宽城
20,力旺美林,100万,2室2厅1卫,84.17平米,11881元/平米,南,高层,精装修,南关
21,万盛东城,66.5万,2室2厅1卫,90平米,7389元/平米,南北,低层,精装修,经开
22,鲁辉国际城,66.5万,2室1厅1卫,68平米,9779元/平米,南,中层,精装修,二道
23,月伴林湾,115万,2室2厅1卫,92平米,12500元/平米,南北,高层,简装修,经开
24,松苑名邸,95万,2室1厅1卫,107平米,8879元/平米,南北,低层,精装修,二道
25,中天北湾新城,120万,3室2厅1卫,110平米,10909元/平米,南北,低层,简装修,高新
26,昊源高格蓝郡,69万,2室2厅1卫,75.59平米,9128元/平米,南北,中层,精装修,二道
27,,,,,,,,,
28,,,,,,,,,
29,,,,,,,,,
30,中天北湾新城,106.8万,2室2厅1卫,90.35平米,11821元/平米,南北,低层,精装修,高新
31,,,,,,,,,
32,轻铁湖西花园,45万,2室1厅1卫,60平米,7500元/平米,南北,高层,简装修,绿园
33,天富家园,170万,3室2厅1卫,127平米,13386元/平米,南北,中层,简装修,二道
34,中铁国际花园,112万,暂无,101平米,11089元/平米,东,低层,暂无,汽开
35,新星宇观塘,96.8万,2室2厅1卫,79平米,12253元/平米,南北,低层,精装修,南关
36,长影商务景都,45万,2室1厅1卫,55平米,8182元/平米,南北,中层,精装修,朝阳
37,嘉柏湾,77万,2室1厅1卫,87平米,8851元/平米,南北,高层,精装修,经开
38,润阳华苑,60万,2室1厅1卫,75平米,8000元/平米,南,中层,精装修,经开
39,三四小区,58.8万,2室2厅1卫,70平米,8400元/平米,南,中层,豪华装修,南关
40,,,,,,,,,
41,,,,,,,,,
42,,,,,,,,,
43,汉森金烁广场,120万,3室2厅2卫,123.8平米,9693元/平米,南北,高层,豪华装修,二道
44,领秀蓝珀湖,97万,2室2厅1卫,91.82平米,10564元/平米,南北,低层,精装修,高新
45,南湖新村,127万,2室1厅1卫,53平米,23962元/平米,南北,中层,中装修,朝阳
46,经济技术开发区八区,80万,2室2厅1卫,98平米,8163元/平米,南北,高层,精装修,经开
47,科技花园,136万,2室1厅1卫,78平米,17436元/平米,南北,中层,精装修,朝阳
48,富奥花园D区,82万,2室2厅1卫,86.9平米,9436元/平米,南北,低层,精装修,净月
49,烟草小区,95万,2室2厅1卫,118.06平米,8047元/平米,南北,中层,精装修,经开
50,吉盛小区,89万,2室2厅1卫,116平米,7672元/平米,南北,中层,豪华装修,二道
51,锦江花园二区,160万,3室1厅1卫,156.15平米,10247元/平米,南北,高层,简装修,绿园
52,中天北湾新城,88万,2室2厅1卫,88平米,10000元/平米,南北,高层,精装修,高新
53,大禹南湖首府,85万,2室2厅1卫,70平米,12143元/平米,南北,中层,毛坯,朝阳
54,怡众名城,170万,3室2厅2卫,125平米,13600元/平米,南北,高层,中装修,高新
55,轻铁湖西花园,127万,3室2厅1卫,148.58平米,8548元/平米,南北,中层,豪华装修,绿园
56,嘉柏湾,28万,1室1厅1卫,35平米,8000元/平米,南,低层,精装修,经开
57,中天北湾新城,52万,2室2厅1卫,83.9平米,6198元/平米,南北,中层,精装修,高新
58,亚泰梧桐公馆,105万,2室2厅1卫,102.01平米,10293元/平米,南,高层,豪华装修,二道
59,西四小区,68万,3室1厅1卫,90平米,7556元/平米,南北,中层,中装修,南关
0,丰和日丽,76万,1室1厅1卫,50平米,15200元/平米,南北,低层,精装修,绿园
1,中国铁建西派府,143万,3室2厅2卫,140平米,10214元/平米,南北,中层,豪华装修,经开
2,天安第一城,356万,5室3厅2卫,243平米,14650元/平米,南北,高层,精装修,高新
3,金穗花园,110万,3室2厅2卫,133.1平米,8264元/平米,南北,中层,精装修,净月
4,富奥花园B区,123万,3室2厅2卫,153.16平米,8031元/平米,南北,中层,精装修,净月
5,益田枫露,67万,1室1厅1卫,51平米,13137元/平米,南,高层,豪华装修,高新
6,东方之珠,82万,2室2厅1卫,95平米,8632元/平米,南北,中层,简装修,二道
7,吉盛小区,40万,2室1厅1卫,65平米,6154元/平米,南北,中层,精装修,二道
8,亚泰樱花苑,158万,3室2厅2卫,134平米,11791元/平米,南北,低层,简装修,二道
9,枫林园,96万,2室2厅1卫,95平米,10105元/平米,南北,中层,精装修,二道
10,飞悦经典,116万,2室2厅1卫,108.62平米,10679元/平米,南北,高层,精装修,朝阳
11,益田枫露,60万,1室1厅1卫,51平米,11765元/平米,南,高层,精装修,高新
12,中海寰宇天下,120万,3室2厅2卫,106.5平米,11268元/平米,南北,中层,毛坯,经开
13,绿地新里中央公馆,195万,3室2厅2卫,165平米,11818元/平米,南北,高层,精装修,南关
14,车城名仕花园,53万,2室1厅1卫,60平米,8833元/平米,南北,中层,精装修,朝阳
15,怡众名城,160万,3室2厅2卫,107平米,14953元/平米,南北,低层,豪华装修,高新
16,保利香槟,189万,3室2厅2卫,135.01平米,13999元/平米,南北,中层,精装修,净月
17,中海蘭庭,104万,2室2厅1卫,88.1平米,11805元/平米,南北,中层,精装修,高新
18,万龙台北明珠,43.5万,2室2厅1卫,83.6平米,5203元/平米,南北,中层,精装修,宽城
19,新嘉坡城,92万,2室2厅1卫,112平米,8214元/平米,南北,中层,精装修,净月
20,浦东新城,115万,3室2厅2卫,134.6平米,8544元/平米,南北,低层,精装修,经开
21,标点,56.8万,2室2厅2卫,60.47平米,9393元/平米,南北,高层,简装修,绿园
22,富豪花园,62万,2室1厅1卫,98平米,6327元/平米,南北,中层,精装修,朝阳
23,优山美地,295万,5室3厅4卫,338平米,8728元/平米,南,低层,毛坯,净月
24,亚泰花园桃花苑,84万,2室2厅1卫,100平米,8400元/平米,东南,高层,精装修,二道
25,清华小区,85万,2室2厅1卫,92.32平米,9207元/平米,南北,中层,简装修,朝阳
26,伟业星城,75.3万,2室2厅1卫,86平米,8756元/平米,南北,中层,精装修,朝阳
27,凯旋公馆,100万,2室1厅1卫,94平米,10638元/平米,南北,低层,豪华装修,净月
28,证大光明城,108万,3室2厅2卫,114.98平米,9393元/平米,南,高层,精装修,宽城
29,上东街区美一方,72万,3室2厅1卫,65.52平米,10989元/平米,南北,高层,精装修,二道
30,煤气小区,56.8万,2室1厅1卫,68平米,8353元/平米,南北,高层,精装修,绿园
31,御景名都,79万,2室1厅1卫,81平米,9753元/平米,南北,中层,精装修,二道
32,融和嘉苑,109.8万,2室2厅1卫,93平米,11806元/平米,南北,低层,精装修,绿园
33,西康小区,190万,3室2厅2卫,200平米,9500元/平米,南北,中层,中装修,朝阳
34,万科洋浦花园,80万,2室2厅1卫,89.6平米,8929元/平米,南北,中层,精装修,经开
35,威尼斯花园,125万,2室1厅1卫,85平米,14706元/平米,南,低层,精装修,朝阳
36,富民花园,63万,2室2厅1卫,81.63平米,7718元/平米,南北,中层,精装修,二道
37,南湖新村,158万,2室1厅1卫,50.42平米,31337元/平米,南北,高层,简装修,朝阳
38,,,,,,,,,
39,万龙国际城,95万,2室2厅2卫,60平米,15833元/平米,南北,高层,毛坯,宽城
40,中海国际社区,110万,2室2厅1卫,85.79平米,12822元/平米,东,中层,暂无,净月
41,宇都和源,60万,1室1厅1卫,57.7平米,10399元/平米,西南,低层,简装修,高新
42,万科金域长春,122万,3室1厅1卫,93.51平米,13047元/平米,南北,中层,精装修,南关
43,万嘉花园,55万,2室1厅1卫,68平米,8088元/平米,南北,中层,精装修,绿园
44,恒大名都,89万,2室2厅1卫,99.96平米,8904元/平米,南北,中层,精装修,高新
45,中信城浅山,108万,3室2厅1卫,96.04平米,11245元/平米,南北,中层,毛坯,净月
46,,,,,,,,,
47,亚泰杏花苑,66万,2室2厅1卫,88平米,7500元/平米,西,高层,精装修,二道
48,华大城,62万,2室2厅1卫,86平米,7209元/平米,南北,中层,精装修,宽城
49,,,,,,,,,
50,棠棣,191万,3室2厅2卫,124.1平米,15391元/平米,南北,中层,精装修,净月
51,富奥临河湾,156万,3室2厅2卫,125平米,12480元/平米,南北,高层,精装修,净月
52,万科蓝山,116万,2室2厅1卫,92平米,12609元/平米,南北,中层,精装修,二道
53,新星宇左岸,75万,2室1厅1卫,67平米,11194元/平米,南北,高层,简装修,高新
54,新星宇和悦,53万,1室1厅1卫,58平米,9138元/平米,南,中层,精装修,高新
55,天茂湖三期温莎园,362万,4室2厅3卫,196平米,18469元/平米,东,高层,暂无,高新
56,首地首城,109.8万,2室2厅1卫,94平米,11681元/平米,南北,低层,精装修,经开
57,绿地英湖印象,165万,4室2厅2卫,110平米,15000元/平米,南北,高层,精装修,绿园
58,澳海澜庭,98万,2室1厅1卫,88平米,11136元/平米,东,高层,暂无,高新
59,宝来雅居,78万,2室2厅1卫,95平米,8211元/平米,南北,中层,精装修,朝阳
0,吉粮康郡,164万,3室2厅2卫,180平米,9111元/平米,南北,中层,毛坯,绿园
1,中海蘭庭,158万,3室2厅2卫,147.68平米,10699元/平米,南北,高层,精装修,高新
2,安华美域,75万,2室2厅1卫,86平米,8721元/平米,南北,高层,精装修,经开
3,亚泰花园桃花苑,56万,2室1厅1卫,68平米,8235元/平米,南,中层,精装修,二道
4,富腾天下城,132万,2室2厅1卫,109.31平米,12076元/平米,南北,低层,精装修,经开
5,天旺名都,93万,3室2厅1卫,117.17平米,7937元/平米,南北,中层,精装修,高新
6,东安加州枫景,135万,3室2厅1卫,104.77平米,12885元/平米,南北,低层,精装修,净月
